Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
17 August 2018, 1.1391, 125.75, 1.9558, 25.729, 7.4578, 0.89575, 323.88, 4.3115, 4.6558, 10.4935, 1.1338, 122.80, 9.6795, 7.4225, 76.8166, 7.0282, 1.5670, 4.5001, 1.4976, 7.8420, 8.9412, 16674.15, 4.1815, 79.9195, 1282.38, 21.7831, 4.6811, 1.7254, 60.876, 1.5651, 37.869, 16.9966, 
